production_tag,canonical_volume_for_reporting_only,ZA,nuclide,exc_keV_decimal,raw_volume_count,raw_volumes,dat_production_count_raw,activity_day15_direct_Bq,canonicalization_would_merge_raw_volumes
n,Cu_50mK_StillLike_Can_side_wall_above_side_port,28059,Ni-59,0,1,Cu_50mK_StillLike_Can_side_wall_above_side_port,2,0.0000000004770902565626411608227087267,False
n,Cu_50mK_StillLike_Can_side_wall_above_side_port,28063,Ni-63,0,1,Cu_50mK_StillLike_Can_side_wall_above_side_port,3,0.0000005727107171849269462833730759,False
n,Cu_50mK_StillLike_Can_side_wall_above_side_port,29062,Cu-62,0,1,Cu_50mK_StillLike_Can_side_wall_above_side_port,5,0.003393900888591130650929827026,False
n,Cu_50mK_StillLike_Can_side_wall_above_side_port,29064,Cu-64,0,1,Cu_50mK_StillLike_Can_side_wall_above_side_port,182,0.123537991982527901462839161,False
n,Cu_50mK_StillLike_Can_side_wall_above_side_port,29066,Cu-66,0,1,Cu_50mK_StillLike_Can_side_wall_above_side_port,37,0.02511486657557436681688072,False
n,Cu_50mK_StillLike_Can_side_wall_below_side_port,27057,Co-57,0,1,Cu_50mK_StillLike_Can_side_wall_below_side_port,2,0.00005094822809645747340369568657,False
n,Cu_50mK_StillLike_Can_side_wall_below_side_port,27058,Co-58,0,1,Cu_50mK_StillLike_Can_side_wall_below_side_port,1,0.00009265386164100624409885482996,False
n,Cu_50mK_StillLike_Can_side_wall_below_side_port,28059,Ni-59,0,1,Cu_50mK_StillLike_Can_side_wall_below_side_port,1,0.0000000002385451282813205804113543633,False
n,Cu_50mK_StillLike_Can_side_wall_below_side_port,29060,Cu-60,0,1,Cu_50mK_StillLike_Can_side_wall_below_side_port,1,0.0006787801777182261301859654053,False
n,Cu_50mK_StillLike_Can_side_wall_below_side_port,29062,Cu-62,0,1,Cu_50mK_StillLike_Can_side_wall_below_side_port,6,0.004072681066309356781115792432,False
n,Cu_50mK_StillLike_Can_side_wall_below_side_port,29064,Cu-64,0,1,Cu_50mK_StillLike_Can_side_wall_below_side_port,122,0.08281118143883738449706800903,False
n,Cu_50mK_StillLike_Can_side_wall_below_side_port,29066,Cu-66,0,1,Cu_50mK_StillLike_Can_side_wall_below_side_port,36,0.02443608639785614068669475459,False
n,Cu_ColdFinger_OffAxis_YM_ZM_from_Disk_to_Stem,29064,Cu-64,0,1,Cu_ColdFinger_OffAxis_YM_ZM_from_Disk_to_Stem,1,0.000678780175728175282762852533,False
n,Cu_ColdFinger_OffAxis_YM_ZP_from_Disk_to_Stem,28059,Ni-59,0,1,Cu_ColdFinger_OffAxis_YM_ZP_from_Disk_to_Stem,1,0.0000000002385451282813205804113543633,False
n,Cu_ColdFinger_OffAxis_YM_ZP_from_Disk_to_Stem,29064,Cu-64,0,1,Cu_ColdFinger_OffAxis_YM_ZP_from_Disk_to_Stem,1,0.000678780175728175282762852533,False
n,Cu_ColdFinger_OffAxis_YP_ZP_from_Disk_to_Stem,29064,Cu-64,0,1,Cu_ColdFinger_OffAxis_YP_ZP_from_Disk_to_Stem,1,0.000678780175728175282762852533,False
n,Cu_ColdFinger_Stem_YM_ZM_to_MXC,29064,Cu-64,0,1,Cu_ColdFinger_Stem_YM_ZM_to_MXC,1,0.000678780175728175282762852533,False
n,Cu_ColdFinger_Stem_YM_ZM_to_MXC,29066,Cu-66,0,1,Cu_ColdFinger_Stem_YM_ZM_to_MXC,1,0.0006787801777182261301859654053,False
n,Cu_ColdFinger_Stem_YM_ZP_to_MXC,29064,Cu-64,0,1,Cu_ColdFinger_Stem_YM_ZP_to_MXC,1,0.000678780175728175282762852533,False
n,Cu_ColdFinger_Stem_YP_ZM_to_MXC,29064,Cu-64,0,1,Cu_ColdFinger_Stem_YP_ZM_to_MXC,3,0.002036340527184525848288557599,False
n,Cu_ColdFinger_Stem_YP_ZM_to_MXC,29066,Cu-66,0,1,Cu_ColdFinger_Stem_YP_ZM_to_MXC,1,0.0006787801777182261301859654053,False
n,Cu_ColdFinger_Stem_YP_ZP_to_MXC,29064,Cu-64,0,1,Cu_ColdFinger_Stem_YP_ZP_to_MXC,1,0.000678780175728175282762852533,False
n,Cu_ColdFinger_Stem_YP_ZP_to_MXC,29066,Cu-66,0,1,Cu_ColdFinger_Stem_YP_ZP_to_MXC,1,0.0006787801777182261301859654053,False
n,Cu_MXC_Clamp_Pad_YM_ZM_for_OffAxisStem,29061,Cu-61,0,1,Cu_MXC_Clamp_Pad_YM_ZM_for_OffAxisStem,1,0.0006787801777182261301859654053,False
n,Cu_MXC_Clamp_Pad_YM_ZP_for_OffAxisStem,29064,Cu-64,0,1,Cu_MXC_Clamp_Pad_YM_ZP_for_OffAxisStem,1,0.000678780175728175282762852533,False
n,Cu_MXC_Clamp_Pad_YP_ZM_for_OffAxisStem,29064,Cu-64,0,1,Cu_MXC_Clamp_Pad_YP_ZM_for_OffAxisStem,1,0.000678780175728175282762852533,False
n,Cu_MXC_Clamp_Pad_YP_ZP_for_OffAxisStem,29064,Cu-64,0,1,Cu_MXC_Clamp_Pad_YP_ZP_for_OffAxisStem,1,0.000678780175728175282762852533,False
n,Cu_SubstrateSupport_OpenRing_L1_YM_panel,29064,Cu-64,0,1,Cu_SubstrateSupport_OpenRing_L1_YM_panel,1,0.000678780175728175282762852533,False
n,Cu_SubstrateSupport_OpenRing_L1_YP_panel,29064,Cu-64,0,1,Cu_SubstrateSupport_OpenRing_L1_YP_panel,3,0.002036340527184525848288557599,False
n,Cu_SubstrateSupport_OpenRing_L1_ZP_panel,27058,Co-58,0,1,Cu_SubstrateSupport_OpenRing_L1_ZP_panel,1,0.00009265386164100624409885482996,False
n,Cu_SubstrateSupport_OpenRing_L1_ZP_panel,29064,Cu-64,0,1,Cu_SubstrateSupport_OpenRing_L1_ZP_panel,1,0.000678780175728175282762852533,False
n,Cu_SubstrateSupport_OpenRing_L2_YM_panel,29064,Cu-64,0,1,Cu_SubstrateSupport_OpenRing_L2_YM_panel,2,0.001357560351456350565525705066,False
n,Cu_SubstrateSupport_OpenRing_L2_YP_panel,29064,Cu-64,0,1,Cu_SubstrateSupport_OpenRing_L2_YP_panel,1,0.000678780175728175282762852533,False
n,Cu_SubstrateSupport_OpenRing_L2_YP_panel,29066,Cu-66,0,1,Cu_SubstrateSupport_OpenRing_L2_YP_panel,2,0.001357560355436452260371930811,False
n,Cu_SubstrateSupport_OpenRing_L2_ZM_panel,29066,Cu-66,0,1,Cu_SubstrateSupport_OpenRing_L2_ZM_panel,1,0.0006787801777182261301859654053,False
n,Cu_SubstrateSupport_OpenRing_L2_ZP_panel,29064,Cu-64,0,1,Cu_SubstrateSupport_OpenRing_L2_ZP_panel,1,0.000678780175728175282762852533,False
n,Cu_SubstrateSupport_OpenRing_L2_ZP_panel,29066,Cu-66,0,1,Cu_SubstrateSupport_OpenRing_L2_ZP_panel,2,0.001357560355436452260371930811,False
n,Cu_SubstrateSupport_OpenRing_L3_YM_panel,29064,Cu-64,0,1,Cu_SubstrateSupport_OpenRing_L3_YM_panel,1,0.000678780175728175282762852533,False
n,Cu_SubstrateSupport_OpenRing_L3_ZM_panel,29064,Cu-64,0,1,Cu_SubstrateSupport_OpenRing_L3_ZM_panel,1,0.000678780175728175282762852533,False
n,Cu_SubstrateSupport_OpenRing_L3_ZP_panel,29064,Cu-64,0,1,Cu_SubstrateSupport_OpenRing_L3_ZP_panel,3,0.002036340527184525848288557599,False
n,Cu_SubstrateSupport_OpenRing_L3_ZP_panel,29066,Cu-66,0,1,Cu_SubstrateSupport_OpenRing_L3_ZP_panel,2,0.001357560355436452260371930811,False
n,Cu_SubstrateSupport_OpenRing_L4_YP_panel,29064,Cu-64,0,1,Cu_SubstrateSupport_OpenRing_L4_YP_panel,2,0.001357560351456350565525705066,False
n,Cu_SubstrateSupport_OpenRing_L4_YP_panel,29066,Cu-66,0,1,Cu_SubstrateSupport_OpenRing_L4_YP_panel,1,0.0006787801777182261301859654053,False
n,Cu_SubstrateSupport_OpenRing_L4_ZM_panel,29064,Cu-64,0,1,Cu_SubstrateSupport_OpenRing_L4_ZM_panel,2,0.001357560351456350565525705066,False
n,Cu_SubstrateSupport_OpenRing_L4_ZP_panel,29062,Cu-62,0,1,Cu_SubstrateSupport_OpenRing_L4_ZP_panel,1,0.0006787801777182261301859654053,False
n,Cu_SubstrateSupport_OpenRing_L4_ZP_panel,29064,Cu-64,0,1,Cu_SubstrateSupport_OpenRing_L4_ZP_panel,1,0.000678780175728175282762852533,False
n,Cu_SubstrateSupport_OpenRing_L5_YP_panel,29064,Cu-64,0,1,Cu_SubstrateSupport_OpenRing_L5_YP_panel,3,0.002036340527184525848288557599,False
n,Cu_SubstrateSupport_OpenRing_L5_YP_panel,29066,Cu-66,0,1,Cu_SubstrateSupport_OpenRing_L5_YP_panel,1,0.0006787801777182261301859654053,False
n,Cu_SubstrateSupport_OpenRing_L5_ZP_panel,29064,Cu-64,0,1,Cu_SubstrateSupport_OpenRing_L5_ZP_panel,2,0.001357560351456350565525705066,False
n,Cu_SubstrateSupport_SolidDisk_L0_deepest,25052,Mn-52,0,1,Cu_SubstrateSupport_SolidDisk_L0_deepest,1,0.0005730738874627298773919364988,False
n,Cu_SubstrateSupport_SolidDisk_L0_deepest,25053,Mn-53,0,1,Cu_SubstrateSupport_SolidDisk_L0_deepest,1,0.000000000005222205058897137651868580012,False
n,Cu_SubstrateSupport_SolidDisk_L0_deepest,25054,Mn-54,0,1,Cu_SubstrateSupport_SolidDisk_L0_deepest,1,0.00002224150686483417468136361507,False
n,Cu_SubstrateSupport_SolidDisk_L0_deepest,27060,Co-60,0,1,Cu_SubstrateSupport_SolidDisk_L0_deepest,1,0.000003655590910461039375359329257,False
n,Cu_SubstrateSupport_SolidDisk_L0_deepest,28059,Ni-59,0,1,Cu_SubstrateSupport_SolidDisk_L0_deepest,1,0.0000000002385451282813205804113543633,False
n,Cu_SubstrateSupport_SolidDisk_L0_deepest,28063,Ni-63,0,1,Cu_SubstrateSupport_SolidDisk_L0_deepest,1,0.0000001909035723949756487611243586,False
n,Cu_SubstrateSupport_SolidDisk_L0_deepest,29061,Cu-61,0,1,Cu_SubstrateSupport_SolidDisk_L0_deepest,1,0.0006787801777182261301859654053,False
n,Cu_SubstrateSupport_SolidDisk_L0_deepest,29064,Cu-64,0,1,Cu_SubstrateSupport_SolidDisk_L0_deepest,33,0.02239974579902978433117413358,False
n,Cu_SubstrateSupport_SolidDisk_L0_deepest,29066,Cu-66,0,1,Cu_SubstrateSupport_SolidDisk_L0_deepest,9,0.006109021599464035171673688648,False
n,DR_4K_Condenser_Cu,27058,Co-58,0,1,DR_4K_Condenser_Cu,1,0.00009265386164100624409885482996,False
n,DR_4K_Condenser_Cu,29062,Cu-62,0,1,DR_4K_Condenser_Cu,2,0.001357560355436452260371930811,False
n,DR_4K_Condenser_Cu,29064,Cu-64,0,1,DR_4K_Condenser_Cu,122,0.08281118143883738449706800903,False
n,DR_4K_Condenser_Cu,29066,Cu-66,0,1,DR_4K_Condenser_Cu,25,0.01696950444295565325464913513,False
n,DR_Capillary_CuNi_4K_60K,27058,Co-58,0,1,DR_Capillary_CuNi_4K_60K,1,0.00009265386164100624409885482996,False
n,DR_Capillary_CuNi_4K_60K,27060,Co-60,0,1,DR_Capillary_CuNi_4K_60K,1,0.000003655590910461039375359329257,False
n,DR_Capillary_CuNi_4K_60K,28057,Ni-57,0,1,DR_Capillary_CuNi_4K_60K,1,0.0006781669728422300372446683514,False
n,DR_Capillary_CuNi_4K_60K,28059,Ni-59,0,1,DR_Capillary_CuNi_4K_60K,59,0.00000001407416256859791424426990743,False
n,DR_Capillary_CuNi_4K_60K,28063,Ni-63,0,1,DR_Capillary_CuNi_4K_60K,9,0.000001718132151554780838850119228,False
n,DR_Capillary_CuNi_4K_60K,29062,Cu-62,0,1,DR_Capillary_CuNi_4K_60K,2,0.001357560355436452260371930811,False
n,DR_Capillary_CuNi_4K_60K,29064,Cu-64,0,1,DR_Capillary_CuNi_4K_60K,124,0.08416874179029373506259371409,False
n,DR_Capillary_CuNi_4K_60K,29066,Cu-66,0,1,DR_Capillary_CuNi_4K_60K,35,0.02375730622013791455650878919,False
n,DR_Capillary_CuNi_CP_Still,28059,Ni-59,0,1,DR_Capillary_CuNi_CP_Still,4,0.0000000009541805131252823216454174531,False
n,DR_Capillary_CuNi_CP_Still,28063,Ni-63,0,1,DR_Capillary_CuNi_CP_Still,1,0.0000001909035723949756487611243586,False
n,DR_Capillary_CuNi_CP_Still,29064,Cu-64,0,1,DR_Capillary_CuNi_CP_Still,21,0.01425438369029168093801990319,False
n,DR_Capillary_CuNi_CP_Still,29066,Cu-66,0,1,DR_Capillary_CuNi_CP_Still,2,0.001357560355436452260371930811,False
n,DR_Capillary_CuNi_MXC_CP,22045,Ti-45,0,1,DR_Capillary_CuNi_MXC_CP,1,0.0006787801777182261301859654053,False
n,DR_Capillary_CuNi_MXC_CP,24051,Cr-51,0,1,DR_Capillary_CuNi_MXC_CP,1,0.0002124158270856995270938501837,False
n,DR_Capillary_CuNi_MXC_CP,28059,Ni-59,0,1,DR_Capillary_CuNi_MXC_CP,2,0.0000000004770902565626411608227087267,False
n,DR_Capillary_CuNi_MXC_CP,28063,Ni-63,0,1,DR_Capillary_CuNi_MXC_CP,1,0.0000001909035723949756487611243586,False
n,DR_Capillary_CuNi_MXC_CP,29064,Cu-64,0,1,DR_Capillary_CuNi_MXC_CP,12,0.008145362108738103393154230395,False
n,DR_Capillary_CuNi_MXC_CP,29066,Cu-66,0,1,DR_Capillary_CuNi_MXC_CP,6,0.004072681066309356781115792432,False
n,DR_Capillary_CuNi_Still_4K,25051,Mn-51,0,1,DR_Capillary_CuNi_Still_4K,1,0.0006787801777182261301859654053,False
n,DR_Capillary_CuNi_Still_4K,25052,Mn-52,0,1,DR_Capillary_CuNi_Still_4K,1,0.0005730738874627298773919364988,False
n,DR_Capillary_CuNi_Still_4K,28059,Ni-59,0,1,DR_Capillary_CuNi_Still_4K,29,0.000000006917808720158296831929276535,False
n,DR_Capillary_CuNi_Still_4K,28063,Ni-63,0,1,DR_Capillary_CuNi_Still_4K,6,0.000001145421434369853892566746152,False
n,DR_Capillary_CuNi_Still_4K,29062,Cu-62,0,1,DR_Capillary_CuNi_Still_4K,1,0.0006787801777182261301859654053,False
n,DR_Capillary_CuNi_Still_4K,29064,Cu-64,0,1,DR_Capillary_CuNi_Still_4K,116,0.07873850038446833280049089382,False
n,DR_Capillary_CuNi_Still_4K,29066,Cu-66,0,1,DR_Capillary_CuNi_Still_4K,21,0.01425438373208274873390527351,False
n,DR_Continuous_HEX_CuNi_CP_to_Still,27056,Co-56,0,1,DR_Continuous_HEX_CuNi_CP_to_Still,2,0.0001709828107577703700234382796,False
n,DR_Continuous_HEX_CuNi_CP_to_Still,27057,Co-57,0,1,DR_Continuous_HEX_CuNi_CP_to_Still,1,0.00002547411404822873670184784328,False
n,DR_Continuous_HEX_CuNi_CP_to_Still,27061,Co-61,0,1,DR_Continuous_HEX_CuNi_CP_to_Still,1,0.0006787801777182261301859654053,False
n,DR_Continuous_HEX_CuNi_CP_to_Still,28059,Ni-59,0,1,DR_Continuous_HEX_CuNi_CP_to_Still,30,0.000000007156353848439617412340630899,False
n,DR_Continuous_HEX_CuNi_CP_to_Still,28063,Ni-63,0,1,DR_Continuous_HEX_CuNi_CP_to_Still,4,0.0000007636142895799025950444974345,False
n,DR_Continuous_HEX_CuNi_CP_to_Still,29061,Cu-61,0,1,DR_Continuous_HEX_CuNi_CP_to_Still,1,0.0006787801777182261301859654053,False
n,DR_Continuous_HEX_CuNi_CP_to_Still,29062,Cu-62,0,1,DR_Continuous_HEX_CuNi_CP_to_Still,1,0.0006787801777182261301859654053,False
n,DR_Continuous_HEX_CuNi_CP_to_Still,29064,Cu-64,0,1,DR_Continuous_HEX_CuNi_CP_to_Still,96,0.06516289686990482714523384317,False
n,DR_Continuous_HEX_CuNi_CP_to_Still,29066,Cu-66,0,1,DR_Continuous_HEX_CuNi_CP_to_Still,23,0.01561194408751920099427720432,False
n,DR_Continuous_HEX_CuNi_MXC_to_CP,26055,Fe-55,0,1,DR_Continuous_HEX_CuNi_MXC_to_CP,1,0.000006974356681297300287599161299,False
n,DR_Continuous_HEX_CuNi_MXC_to_CP,28059,Ni-59,0,1,DR_Continuous_HEX_CuNi_MXC_to_CP,22,0.000000005247992822189052769049795994,False
n,DR_Continuous_HEX_CuNi_MXC_to_CP,28063,Ni-63,0,1,DR_Continuous_HEX_CuNi_MXC_to_CP,5,0.0000009545178619748782438056217931,False
n,DR_Continuous_HEX_CuNi_MXC_to_CP,28065,Ni-65,0,1,DR_Continuous_HEX_CuNi_MXC_to_CP,1,0.0006787801777182261301859654053,False
n,DR_Continuous_HEX_CuNi_MXC_to_CP,29062,Cu-62,0,1,DR_Continuous_HEX_CuNi_MXC_to_CP,1,0.0006787801777182261301859654053,False
n,DR_Continuous_HEX_CuNi_MXC_to_CP,29064,Cu-64,0,1,DR_Continuous_HEX_CuNi_MXC_to_CP,64,0.04344193124660321809682256211,False
n,DR_Continuous_HEX_CuNi_MXC_to_CP,29066,Cu-66,0,1,DR_Continuous_HEX_CuNi_MXC_to_CP,15,0.01018170266577339195278948108,False
n,DR_MXC_Sinter_HEX_AgProxy,47104,Ag-104,0,1,DR_MXC_Sinter_HEX_AgProxy,1,0.0006787801777182261301859654053,False
n,DR_MXC_Sinter_HEX_AgProxy,47105,Ag-105,0,1,DR_MXC_Sinter_HEX_AgProxy,1,0.0001511012593730171778899575152,False
n,DR_MXC_Sinter_HEX_AgProxy,47106,Ag-106,0,1,DR_MXC_Sinter_HEX_AgProxy,6,0.004072681066309356781115792432,False
n,DR_MXC_Sinter_HEX_AgProxy,47108,Ag-108,0,1,DR_MXC_Sinter_HEX_AgProxy,360,0.2443608639785614068669475459,False
n,DR_MXC_Sinter_HEX_AgProxy,47110,Ag-110,0,1,DR_MXC_Sinter_HEX_AgProxy,642,0.4357768740951011755793897902,False
n,DR_MixingChamber_Cu,27058,Co-58,0,1,DR_MixingChamber_Cu,1,0.00009265386164100624409885482996,False
n,DR_MixingChamber_Cu,27060,Co-60,0,1,DR_MixingChamber_Cu,1,0.000003655590910461039375359329257,False
n,DR_MixingChamber_Cu,28063,Ni-63,0,1,DR_MixingChamber_Cu,2,0.0000003818071447899512975222487174,False
n,DR_MixingChamber_Cu,29061,Cu-61,0,1,DR_MixingChamber_Cu,1,0.0006787801777182261301859654053,False
n,DR_MixingChamber_Cu,29062,Cu-62,0,1,DR_MixingChamber_Cu,1,0.0006787801777182261301859654053,False
n,DR_MixingChamber_Cu,29064,Cu-64,0,1,DR_MixingChamber_Cu,99,0.06719923739708935299352240076,False
n,DR_MixingChamber_Cu,29066,Cu-66,0,1,DR_MixingChamber_Cu,33,0.02239974586470146229613685837,False
n,DR_Still_Heater_SS_ring,25056,Mn-56,0,1,DR_Still_Heater_SS_ring,1,0.0006787801777182261301859654053,False
n,DR_Still_Heater_SS_ring,26055,Fe-55,0,1,DR_Still_Heater_SS_ring,1,0.000006974356681297300287599161299,False
n,DR_Still_Pot_Cu,25052,Mn-52,0,1,DR_Still_Pot_Cu,1,0.0005730738874627298773919364988,False
n,DR_Still_Pot_Cu,25054,Mn-54,0,1,DR_Still_Pot_Cu,1,0.00002224150686483417468136361507,False
n,DR_Still_Pot_Cu,27057,Co-57,0,1,DR_Still_Pot_Cu,2,0.00005094822809645747340369568657,False
n,DR_Still_Pot_Cu,27060,Co-60,0,1,DR_Still_Pot_Cu,1,0.000003655590910461039375359329257,False
n,DR_Still_Pot_Cu,28059,Ni-59,0,1,DR_Still_Pot_Cu,2,0.0000000004770902565626411608227087267,False
n,DR_Still_Pot_Cu,28063,Ni-63,0,1,DR_Still_Pot_Cu,3,0.0000005727107171849269462833730759,False
n,DR_Still_Pot_Cu,28065,Ni-65,0,1,DR_Still_Pot_Cu,1,0.0006787801777182261301859654053,False
n,DR_Still_Pot_Cu,29061,Cu-61,0,1,DR_Still_Pot_Cu,4,0.002715120710872904520743861621,False
n,DR_Still_Pot_Cu,29062,Cu-62,0,1,DR_Still_Pot_Cu,4,0.002715120710872904520743861621,False
n,DR_Still_Pot_Cu,29064,Cu-64,0,1,DR_Still_Pot_Cu,197,0.133719694618450530704281949,False
n,DR_Still_Pot_Cu,29066,Cu-66,0,1,DR_Still_Pot_Cu,54,0.03665412959678421103004213189,False
n,DR_Still_PumpLine_SS_to_300K_top,24051,Cr-51,0,1,DR_Still_PumpLine_SS_to_300K_top,5,0.001062079135428497635469250918,False
n,DR_Still_PumpLine_SS_to_300K_top,25056,Mn-56,0,1,DR_Still_PumpLine_SS_to_300K_top,11,0.007466581954900487432045619458,False
n,DR_Still_PumpLine_SS_to_300K_top,26055,Fe-55,0,1,DR_Still_PumpLine_SS_to_300K_top,7,0.00004882049676908110201319412909,False
n,DR_Still_PumpLine_SS_to_300K_top,28059,Ni-59,0,1,DR_Still_PumpLine_SS_to_300K_top,8,0.000000001908361026250564643290834906,False
n,DR_Still_PumpLine_SS_to_300K_top,28063,Ni-63,0,1,DR_Still_PumpLine_SS_to_300K_top,3,0.0000005727107171849269462833730759,False
n,G10_Support_Ring_4K_60K,4010,Be-10,0,1,G10_Support_Ring_4K_60K,1,0.00000000001393090022089906063611205575,False
n,G10_Support_Ring_4K_60K,13028,Al-28,0,1,G10_Support_Ring_4K_60K,1,0.0006787801777182261301859654053,False
n,G10_Support_Ring_60K_Top,6011,C-11,0,1,G10_Support_Ring_60K_Top,2,0.001357560355436452260371930811,False
n,G10_Support_Ring_60K_Top,7016,N-16,0,1,G10_Support_Ring_60K_Top,1,0.0006787801777182261301859654053,False
n,G10_Support_Ring_MXC_CP,5012,B-12,0,1,G10_Support_Ring_MXC_CP,1,0.0006787801777182261301859654053,False
n,G10_Support_Ring_Still_4K,6011,C-11,0,1,G10_Support_Ring_Still_4K,1,0.0006787801777182261301859654053,False
n,G10_Support_Ring_Still_4K,13028,Al-28,0,1,G10_Support_Ring_Still_4K,1,0.0006787801777182261301859654053,False
n,MuMetal_MagShield_Outer_Back_ColdFingerCap_2mm,23049,V-49,0,1,MuMetal_MagShield_Outer_Back_ColdFingerCap_2mm,1,0.00002105272431732538210233154203,False
n,MuMetal_MagShield_Outer_Back_ColdFingerCap_2mm,26053,Fe-53,0,1,MuMetal_MagShield_Outer_Back_ColdFingerCap_2mm,1,0.0006787801777182261301859654053,False
n,MuMetal_MagShield_Outer_Back_ColdFingerCap_2mm,26055,Fe-55,0,1,MuMetal_MagShield_Outer_Back_ColdFingerCap_2mm,1,0.000006974356681297300287599161299,False
n,MuMetal_MagShield_Outer_Back_ColdFingerCap_2mm,27058,Co-58,0,1,MuMetal_MagShield_Outer_Back_ColdFingerCap_2mm,1,0.00009265386164100624409885482996,False
n,MuMetal_MagShield_Outer_Back_ColdFingerCap_2mm,28057,Ni-57,0,1,MuMetal_MagShield_Outer_Back_ColdFingerCap_2mm,1,0.0006781669728422300372446683514,False
n,MuMetal_MagShield_Outer_Back_ColdFingerCap_2mm,28059,Ni-59,0,1,MuMetal_MagShield_Outer_Back_ColdFingerCap_2mm,17,0.000000004055267180782449866993024176,False
n,MuMetal_MagShield_Outer_Back_ColdFingerCap_2mm,28063,Ni-63,0,1,MuMetal_MagShield_Outer_Back_ColdFingerCap_2mm,7,0.00000133632500676482954132787051,False
n,MuMetal_MagShield_Outer_Cylinder_2mm,19040,K-40,0,1,MuMetal_MagShield_Outer_Cylinder_2mm,1,0.00000000000001548250749293146560179632386,False
n,MuMetal_MagShield_Outer_Cylinder_2mm,23050,V-50,0,1,MuMetal_MagShield_Outer_Cylinder_2mm,2,0,False
n,MuMetal_MagShield_Outer_Cylinder_2mm,25053,Mn-53,0,1,MuMetal_MagShield_Outer_Cylinder_2mm,1,0.000000000005222205058897137651868580012,False
n,MuMetal_MagShield_Outer_Cylinder_2mm,25054,Mn-54,0,1,MuMetal_MagShield_Outer_Cylinder_2mm,1,0.00002224150686483417468136361507,False
n,MuMetal_MagShield_Outer_Cylinder_2mm,25056,Mn-56,0,1,MuMetal_MagShield_Outer_Cylinder_2mm,1,0.0006787801777182261301859654053,False
n,MuMetal_MagShield_Outer_Cylinder_2mm,26055,Fe-55,0,1,MuMetal_MagShield_Outer_Cylinder_2mm,5,0.00003487178340648650143799580649,False
n,MuMetal_MagShield_Outer_Cylinder_2mm,27056,Co-56,0,1,MuMetal_MagShield_Outer_Cylinder_2mm,2,0.0001709828107577703700234382796,False
n,MuMetal_MagShield_Outer_Cylinder_2mm,27057,Co-57,0,1,MuMetal_MagShield_Outer_Cylinder_2mm,2,0.00005094822809645747340369568657,False
n,MuMetal_MagShield_Outer_Cylinder_2mm,27058,Co-58,0,1,MuMetal_MagShield_Outer_Cylinder_2mm,13,0.00120450020133308117328511279,False
n,MuMetal_MagShield_Outer_Cylinder_2mm,28059,Ni-59,0,1,MuMetal_MagShield_Outer_Cylinder_2mm,82,0.00000001956070051906828759373105779,False
n,MuMetal_MagShield_Outer_Cylinder_2mm,28063,Ni-63,0,1,MuMetal_MagShield_Outer_Cylinder_2mm,13,0.000002481746441134683433894616662,False
n,MuMetal_MagShield_Outer_Cylinder_2mm,28065,Ni-65,0,1,MuMetal_MagShield_Outer_Cylinder_2mm,1,0.0006787801777182261301859654053,False
n,NbTi_Bundle_4K_60K,21047,Sc-47,0,1,NbTi_Bundle_4K_60K,2,0.00129667095726474137457058669,False
n,NbTi_Bundle_4K_60K,38085,Sr-85,0,1,NbTi_Bundle_4K_60K,2,0.0002011134224760525267252725473,False
n,NbTi_Bundle_4K_60K,39090,Y-90,0,1,NbTi_Bundle_4K_60K,1,0.0006649840476995053728844967286,False
n,NbTi_Bundle_4K_60K,40093,Zr-93,0,1,NbTi_Bundle_4K_60K,1,0.00000000001200134072637312139101064259,False
n,NbTi_Bundle_4K_60K,41089,Nb-89,0,1,NbTi_Bundle_4K_60K,1,0.0006787801777182261301859654053,False
n,NbTi_Bundle_4K_60K,41091,Nb-91,0,1,NbTi_Bundle_4K_60K,5,0.0000001420717232380451063003697315,False
n,NbTi_Bundle_4K_60K,41092,Nb-92,0,1,NbTi_Bundle_4K_60K,4,0.000000000002227338149466784231393447463,False
n,NbTi_Bundle_4K_60K,41094,Nb-94,0,1,NbTi_Bundle_4K_60K,278,0.0000002633115879593809344223682505,False
n,NbTi_Bundle_CP_Still,22051,Ti-51,0,1,NbTi_Bundle_CP_Still,1,0.0006787801777182261301859654053,False
n,NbTi_Bundle_CP_Still,40089,Zr-89,0,1,NbTi_Bundle_CP_Still,1,0.0006506778073163594846972402834,False
n,NbTi_Bundle_CP_Still,41091,Nb-91,0,1,NbTi_Bundle_CP_Still,1,0.00000002841434464760902126007394631,False
n,NbTi_Bundle_CP_Still,41092,Nb-92,0,1,NbTi_Bundle_CP_Still,2,0.000000000001113669074733392115696723732,False
n,NbTi_Bundle_CP_Still,41094,Nb-94,0,1,NbTi_Bundle_CP_Still,63,0.0000000596713310843201398151410064,False
n,NbTi_Bundle_MXC_CP,21047,Sc-47,0,1,NbTi_Bundle_MXC_CP,1,0.000648335478632370687285293345,False
n,NbTi_Bundle_MXC_CP,41092,Nb-92,0,1,NbTi_Bundle_MXC_CP,2,0.000000000001113669074733392115696723732,False
n,NbTi_Bundle_MXC_CP,41094,Nb-94,0,1,NbTi_Bundle_MXC_CP,65,0.00000006156565905525093790451056215,False
n,NbTi_Bundle_Still_4K,22051,Ti-51,0,1,NbTi_Bundle_Still_4K,1,0.0006787801777182261301859654053,False
n,NbTi_Bundle_Still_4K,38083,Sr-83,0,1,NbTi_Bundle_Still_4K,1,0.0006784725797645910926392398748,False
