source_family,stream,source_file,local_id,veto_class,tes_total_keV,plastic_skin_keV,active_other_keV,side_compton_class,side_compton_fov_pass,init_x_cm,init_y_cm,init_z_cm,dir_x,dir_y,dir_z,init_energy_keV,tes_x_cm,tes_y_cm,tes_z_cm,first_hit_volume,first_hit_category,source_scope
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep07_part01.inc1.id1.sim.gz,243793,active_veto,510.9989,0.0,3894.0159938399997,single,True,63.26945,19.53351,10.48338,-0.99408,-0.09597,0.05102,12.063,-6.382714809410353,1.368663880702287,-2.084538115683028,CsI_Side_Segment_03_above_side_port,csi_active,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep07_part01.inc1.id1.sim.gz,252059,active_veto,510.9989,0.0,58.116,single,True,-47.5411,4.77911,-32.4217,0.89186,0.21765,0.39651,27.357,-6.589600605421068,-0.1735883268445196,-2.3636431753402993,Passive_W_Bottom_Plate_detector_bay,other,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep07_part01.inc1.id1.sim.gz,329030,pass,510.99887,0.0,0.01107629,keep,True,34.65676,52.5204,1.89734,-0.58756,-0.79845,0.13137,0.525,-3.437582503740879,-0.5360454101778679,-4.165289045522273,Shield_60K_Al_side_window_side_wall_above_side_port,window_or_side_port,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep07_part01.inc1.id1.sim.gz,361381,pass,510.99890999999997,0.0,0.0023371828,single,True,-10.00281,-31.59404,-44.44335,0.22416,0.54609,0.80718,15.082,-3.4837132132965416,-0.8878760099046963,-2.4924530800460225,CsI_Side_Segment_06,csi_active,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep07_part01.inc1.id1.sim.gz,602847,active_veto,510.99890000000005,0.0,3575.78592693284,single,True,-12.95444,56.31798,-13.66505,0.21302,-0.97382,0.07933,0.015,-2.054995642972617,1.2721055330285445,-6.354715729786111,ActiveShield_Flex_Kapton_detector_bay_below_side_port,passive_shield_or_collimator,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep07_part01.inc1.id1.sim.gz,668801,active_veto,510.998915,0.0,851.2784851,keep,True,35.67774,-49.81339,-28.69434,-0.67334,0.73597,0.07049,0.021,-5.640385619784288,-0.1938243383256328,-3.0478405132312947,CsI_Bottom_Quadrant_03,csi_active,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep07_part01.inc1.id1.sim.gz,928441,pass,510.998873,0.0,0.0,single,True,-11.0468,45.83202,45.69039,0.54826,-0.64788,-0.52883,0.0,-4.7395885632977155,0.46719926732927214,-2.1994435007328326,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,outer_mechanics,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep08_part01.inc1.id1.sim.gz,137864,active_veto,510.998912394,41.07524,2991.6503130399988,keep,True,-40.6185,-39.04288,-6.61988,0.65352,0.6993,0.28964,51.949,-5.64625761576538,-1.1699984205559109,-1.3224492536928956,CsI_Side_Segment_05,csi_active,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep08_part01.inc1.id1.sim.gz,357387,pass,510.99891,0.0,0.0,single,True,55.04151,20.47059,-23.59173,-0.86234,-0.13033,0.48927,0.001,-3.078172621268057,1.3296392630769014,-5.599059930065976,ColdPlate_CP_100mK_intercept,other,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep08_part01.inc1.id1.sim.gz,370386,active_veto,510.99897999999996,0.5666873,6380.742776600004,veto,False,56.87048,-33.01415,-8.54426,-0.9094,0.2406,0.33928,4.173,-4.518969297210926,0.37680669163294617,-3.133257944844665,CsI_TopAnnulus_Segment_04,csi_active,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep08_part01.inc1.id1.sim.gz,585146,active_veto,510.99895559999993,2.91099689e-05,306.2558,veto,False,7.10254,-50.22456,-31.33658,0.11154,0.69093,0.71427,0.0,-5.819650041586634,0.11009128852686548,-3.4615924972309924,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,geoopt_plastic_active,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep08_part01.inc1.id1.sim.gz,745296,active_veto,510.99894280000007,0.0,334.3414946,veto,False,23.20765,37.28393,-41.18614,-0.34224,-0.75915,0.55368,1.076,-2.4647673988598933,0.2235101333691363,-6.72151558693886,CsI_Side_Segment_00,csi_active,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep08_part01.inc1.id1.sim.gz,748880,active_veto,510.998966,0.0,6024.268905000001,keep,True,27.60636,12.85398,-50.30934,-0.52147,-0.14594,0.84069,6.622,-2.6333066435052004,-0.5482322819751682,-6.166693081781892,ColdPlate_MXC_50mK_SD_anchor,other,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep08_part01.inc1.id1.sim.gz,821539,pass,510.9989,0.0,0.0,single,True,51.95579,-36.4594,-13.57523,-0.89606,0.33447,0.29191,0.547,-3.684850991643426,-0.3551758259138131,-2.8263833229071533,ColdPlate_CP_100mK_intercept,other,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep08_part01.inc1.id1.sim.gz,887540,active_veto,510.9989,3.730032,6448.246202439591,single,True,-36.40783,51.9398,3.31397,0.2406,-0.96298,0.1216,10.936,-3.140992555996696,1.0541088114718056,-5.772941393807501,CsI_Bottom_Quadrant_01,csi_active,current_geo_opt_prompt_or_delayed
p,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_p_fullsphere20_rep08_part01.inc1.id1.sim.gz,215891,plastic_skin_veto,510.998912,3511.5587740000014,68935.70926850001,keep,True,62.86741,23.51224,-0.05953,-0.96827,-0.18111,-0.17219,141846.916,-3.27160913931958,0.6362111415426627,-5.720543211327699,GeoOpt_S1_PlasticFullWrap_TopCap_5mm,geoopt_plastic_active,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,11555,pass,510.998946,0.0,0.0,single,True,-2.93582,0.63,2.82411,-0.4423,-0.62715,-0.64113,2000.0,-5.66745684097905,0.1799158089800416,-1.2243888048103877,ColdPlate_MXC_50mK_SD_anchor,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,15164,pass,510.9989,0.0,0.0,single,True,6.93191,-1.33261,0.19519,0.64288,0.76591,-0.00938,2000.0,-2.294126574538908,-1.5660732704251221,-4.894993404252006,ColdPlate_CP_100mK_intercept,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,15495,pass,510.9989,0.0,0.0,single,True,-8.5342,6.32084,8.67781,-0.38603,-0.89279,0.23218,2000.0,-4.569230109019999,0.5566865736099236,-0.5172910030512199,ColdPlate_MXC_50mK_SD_anchor,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,96906,active_veto,510.99892,0.0,194.16745,veto,False,9.42656,5.23501,-2.11243,-0.82876,-0.08972,0.55236,2000.0,-3.8351278356422944,0.96137971986995,-4.5285893487581745,ColdPlate_CP_100mK_intercept,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,114227,active_veto,510.99890200000004,0.0,130.90938999999997,keep,True,0.18765,0.02242,-0.25931,0.25578,-0.96363,0.07736,2000.0,-4.9333983868551945,-0.5318535195583509,-2.4842227571552256,ColdPlate_MXC_50mK_SD_anchor,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,117236,plastic_skin_veto,510.99887700000005,2512.5414969800004,0.0,single,True,19.10341,7.55957,-8.65185,-0.76319,-0.10293,-0.63793,2000.0,-2.8868990842743143,0.6100107169426695,-5.542887254365994,GeoOpt_S1_PlasticFullWrap_TopCap_5mm,geoopt_plastic_active,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,129251,compton_fov_veto,510.99893,0.0,0.0,veto,False,-8.46564,-13.16607,-5.44118,0.73805,0.07031,-0.67108,2000.0,-0.880098025510621,1.4054202919521104,-5.2538289575197545,Cu_50mK_StillLike_Can_bottom_cap_2mm,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,207005,active_veto,510.99884599999996,0.0,187.77356999999998,keep,True,-1.38896,1.3645,1.6685,0.43782,0.74509,0.50315,2000.0,-2.40910853324505,-0.9971976897548207,-3.312755538956975,ColdPlate_MXC_50mK_SD_anchor,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,251391,pass,510.99888999999996,0.0,0.0,single,True,1.4958,0.5423,-1.89057,-0.83786,-0.49816,-0.22322,2000.0,-3.7474919912786895,1.2773981621597066,-4.7369353505277285,ColdPlate_MXC_50mK_SD_anchor,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,254504,pass,510.9989,0.0,0.0,single,True,-10.89593,-5.63766,-3.00144,-0.48443,-0.31604,0.81575,2000.0,-4.649454500861548,-0.4993242485443903,-3.8696921196806877,Cu_50mK_StillLike_Can_bottom_cap_2mm,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,268065,active_veto,510.998886,0.0,456.893376,single,True,-14.58625,-5.62058,5.49971,0.38709,-0.30271,-0.87094,2000.0,-5.385760563603374,-0.11508946481235108,-1.275011122453496,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,window_or_side_port,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,312666,active_veto,510.99890000000005,0.0,510.9989079999999,single,True,-6.52782,0.46758,-7.46004,-0.76118,0.1416,-0.63289,2000.0,-2.5330128385442707,0.4556480102916072,-6.834865133902048,Cu_50mK_StillLike_Can_bottom_cap_2mm,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,351355,compton_fov_veto,510.99895,0.0,0.0,veto,False,7.97934,0.84698,-8.3052,0.58844,0.32529,-0.74022,2000.0,-2.5356386489725273,0.43751826800539617,-3.826826043813984,ColdPlate_MXC_50mK_SD_anchor,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,400295,pass,510.998865,0.0,0.0,single,True,-0.43968,-4.19602,0.06219,0.62029,0.14548,0.77076,2000.0,-5.36434624518437,0.2961128017024109,-0.9480180045835482,ColdPlate_MXC_50mK_SD_anchor,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,433569,pass,510.998893,0.0,0.0,single,True,-17.0641,3.47585,3.25224,-0.29952,0.13739,-0.94415,2000.0,-5.197878848562946,0.12204840598984781,-1.142798198621716,Cu_50mK_StillLike_Can_bottom_cap_2mm,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,450836,pass,510.99893499999996,0.0,0.0,keep,True,-0.43968,-4.19602,0.06219,-0.25482,0.94481,-0.2059,2000.0,-2.1328859243835354,-1.1692469513229888,-4.563055121132114,ColdPlate_MXC_50mK_SD_anchor,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,470343,plastic_skin_veto,510.99893999999995,2246.5821960100006,0.0,single,True,17.81178,-15.98072,-7.02307,0.55575,-0.46515,-0.68904,2000.0,-0.7963019547809983,-0.4539100180918066,-5.106753480365323,GeoOpt_S1_PlasticFullWrap_TopCap_5mm,geoopt_plastic_active,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,504073,pass,510.99881,0.0,0.0,single,True,-3.65382,-1.73548,10.86352,-0.19341,-0.70666,-0.6806,2000.0,-5.870906261221879,-0.3308319901307676,-1.4363574714396496,ColdPlate_CP_100mK_intercept,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,525488,pass,510.9989,0.0,0.0,single,True,-3.42558,-1.86133,10.09294,-0.57231,-0.78224,-0.24607,2000.0,-2.1497727033700076,1.033769494699695,-4.616890653319997,ColdPlate_CP_100mK_intercept,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,533430,active_veto,510.99889,0.0,235.05742,single,True,6.51992,6.65534,-6.57984,0.76646,0.42403,0.48243,2000.0,-0.715260224255225,0.19017574664872366,-4.9417344521989275,ColdPlate_MXC_50mK_SD_anchor,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,571424,pass,510.998822,0.0,0.0,single,True,4.01067,5.71999,-3.93676,-0.13967,-0.95359,-0.26677,2000.0,-4.171946230275322,1.5767348838735402,-3.2101488436879406,ColdPlate_MXC_50mK_SD_anchor,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,572560,pass,510.99889,0.0,0.0,single,True,-6.44439,-3.09336,6.74219,-0.81697,-0.05215,0.57432,2000.0,-5.569385308501843,-1.029063478008103,-1.3164961401820265,ColdPlate_MXC_50mK_SD_anchor,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,615007,compton_fov_veto,510.99882899999994,0.0,0.0,veto,False,3.66391,4.35105,-3.50037,0.35249,-0.91968,0.17302,2000.0,-4.0214431891304985,0.34593780341890196,-3.0439168938656866,ColdPlate_MXC_50mK_SD_anchor,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,636280,pass,510.9988900000001,0.0,0.0,keep,True,9.62233,10.42158,-2.77972,0.73725,-0.65846,-0.1513,2000.0,-4.262880245565288,1.4067280260268273,-3.4820887822006226,ColdPlate_CP_100mK_intercept,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,647478,pass,510.998869,0.0,0.0,single,True,3.51001,-3.69103,-3.6993,-0.21744,-0.97271,-0.08101,2000.0,-4.3409423466462,-0.8128112613019322,-2.0025801250404607,ColdPlate_MXC_50mK_SD_anchor,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,668251,pass,510.99889999999994,0.0,0.0,single,True,-3.0384,-6.03341,3.29448,0.69231,0.62726,0.35671,2000.0,-3.5447097823729172,-1.4929383892894879,-2.8690232738557753,ColdPlate_MXC_50mK_SD_anchor,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,703229,pass,510.9989,0.0,0.0,single,True,-6.17621,4.99752,6.09838,-0.88342,0.46836,0.01441,2000.0,-5.519644094415468,-0.4596653427414032,-1.1144550179399604,ColdPlate_MXC_50mK_SD_anchor,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,708132,pass,510.99898999999994,0.0,0.0,keep,True,-7.63546,-8.73485,7.52796,-0.85296,0.31166,-0.41871,2000.0,-3.7410544196003794,0.16957616708129464,-3.0063418780069413,ColdPlate_MXC_50mK_SD_anchor,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,709836,active_veto,510.99897,0.0,152.82072,single,True,-2.85747,-3.4663,2.46519,0.28536,-0.14327,-0.94765,2000.0,-3.2634907110681652,-1.072681004355821,-5.864638577437701,ColdPlate_MXC_50mK_SD_anchor,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,771454,active_veto,510.99897,0.0,1267.9703419,single,True,5.74893,17.64014,10.56415,0.3704,0.21026,-0.90476,2000.0,-2.1754143318838,-0.14130493800897487,-6.550084458894448,Shield_4K_Al_side_window_side_wall_above_side_port,window_or_side_port,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,781207,pass,510.99894,0.0,20.94519,single,True,0.63011,-6.04198,-14.38325,0.99316,0.04503,-0.10777,2000.0,-1.6396434132421096,1.2702693184429696,-5.734008329978727,Cu_50mK_StillLike_Can_bottom_cap_2mm,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,782565,pass,510.99894,0.0,0.0,single,True,-3.42437,2.11089,3.6312,0.04516,-0.99108,0.12539,2000.0,-4.738487369965074,0.7774944127871225,-0.5522482450631933,ColdPlate_MXC_50mK_SD_anchor,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,868540,pass,510.998909,0.0,0.0,keep,True,-7.07221,-1.88121,7.33312,-0.83423,0.55099,-0.02181,2000.0,-5.0567741713326,1.2891663534374842,-2.6155512373443774,ColdPlate_MXC_50mK_SD_anchor,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,904439,pass,510.99889999999994,0.0,5.475289,single,True,0.89956,9.15314,-14.62245,0.44853,-0.65812,0.60473,2000.0,-4.466229401551646,-0.0623827506776541,-3.477219051171833,Cu_50mK_StillLike_Can_bottom_cap_2mm,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,905843,pass,510.998853,0.0,0.0,single,True,-6.17621,4.99752,6.09838,-0.02312,-0.99972,0.00514,2000.0,-6.0127113349639885,-0.7528127832924185,-1.9125195252488818,ColdPlate_MXC_50mK_SD_anchor,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,915159,pass,510.9989,0.0,0.0,single,True,-8.02438,9.47643,-5.76028,0.49875,0.01132,0.86667,2000.0,-5.363207281877905,0.02833238894548305,-2.9369346110975973,Cu_50mK_StillLike_Can_bottom_cap_2mm,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,938337,pass,510.99886,0.0,0.0,keep,True,6.20523,3.78061,22.12378,0.72089,-0.60213,0.34316,2000.0,-4.715053998685477,1.255455021162963,-3.837369641177203,ColdPlate_4K,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,942128,pass,510.99892,0.0,0.0,single,True,14.18149,-3.02603,13.91497,-0.1509,-0.73439,0.66175,2000.0,-1.0856697325112155,0.3771813332378041,-5.153283771542937,ColdPlate_4K,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,965379,active_veto,510.99887,0.0,510.99896,keep,True,-3.43226,-10.58142,-10.46727,-0.03007,-0.01816,0.99938,2000.0,-3.6686866254137707,-0.3713454507079125,-4.4875511598046,Cu_50mK_StillLike_Can_bottom_cap_2mm,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,965527,compton_fov_veto,510.99895,0.0,0.0,veto,False,-5.22349,-4.22584,5.17697,0.30603,-0.89296,0.33009,2000.0,-3.5572166723279177,1.0263722576992576,-3.636609525267948,ColdPlate_MXC_50mK_SD_anchor,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,971541,pass,510.99892099999994,0.0,0.0,single,True,-5.14617,2.45885,-8.73867,-0.22603,-0.82829,-0.51269,2000.0,-3.2614538305904253,-0.8193887838127134,-6.0101348720563905,Cu_50mK_StillLike_Can_bottom_cap_2mm,other,current_geo_opt_prompt_or_delayed
activation,delayed,runs/geometry_optimization_20260704/step02_delayed_transport_geo_opt_s1_bpe_w5_fullstat_v1/DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,979019,active_veto,510.99890099999993,0.0,510.99892,keep,True,-12.1975,11.35723,2.09384,0.17868,-0.72079,-0.66973,2000.0,-5.876775995094855,0.0034277302315752723,-3.348622892340154,Cu_50mK_StillLike_Can_side_wall_below_side_port,aluminium_passive,current_geo_opt_prompt_or_delayed
atm511,atm511_replay,runs/geometry_optimization_20260704/p2_atm511_sidecar_s1_nominal_geo_opt_s1_bpe_w5_20260708/Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,11882,pass,510.999968,0.0,0.0,keep,True,12.9,18.05258,-53.21382,-0.31396,-0.31917,0.89418,511.0,-5.471606175334599,-0.5844918073230311,-2.924888547221854,TP_L2_00228,tes,atm511_expacs_like_4pi_sidecar_s1_nominal_replay
atm511,atm511_replay,runs/geometry_optimization_20260704/p2_atm511_sidecar_s1_nominal_geo_opt_s1_bpe_w5_20260708/Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,12552,pass,510.999974,0.0,0.0,keep,True,14.6812,-21.67825,-51.16849,-0.29027,0.4038,0.86758,511.0,-0.706990634732788,-0.28181728648078846,-4.9113341024956245,TP_L5_00173,tes,atm511_expacs_like_4pi_sidecar_s1_nominal_replay
