event_index,source_family,stream,local_id,source_file_basename,tes_total_keV,entry_class,plastic_skin_keV,active_other_keV,side_compton_class,side_compton_fov_pass,plastic_skin_veto_flag,non_plastic_active_veto_flag,compton_fov_veto_flag,veto_priority_layer,final_pass_flag,note
222,atm511,atm511_replay,1187885,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.000032,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
223,atm511,atm511_replay,1229389,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00002499999994,side_wall,0.0,0.0,veto,False,False,False,True,compton_fov_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
224,atm511,atm511_replay,1285282,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.0,top,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
225,atm511,atm511_replay,1349548,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00002,side_wall,0.0,0.0,veto,False,False,False,True,compton_fov_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
226,atm511,atm511_replay,1416700,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.0000000000001,bottom,0.0,0.0,veto,False,False,False,True,compton_fov_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
227,atm511,atm511_replay,1418892,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.0,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
228,atm511,atm511_replay,1453945,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00000758491,top,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
229,atm511,atm511_replay,1522790,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99997999999994,side_wall,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
230,atm511,atm511_replay,1527566,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99996,side_wall,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
231,atm511,atm511_replay,1599198,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00004,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
232,atm511,atm511_replay,1618395,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99998,side_wall,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
233,atm511,atm511_replay,1693093,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00004,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
234,atm511,atm511_replay,1724688,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00004000000007,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
235,atm511,atm511_replay,1726831,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99994000000004,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
236,atm511,atm511_replay,1727274,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00001700000007,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
237,atm511,atm511_replay,1739437,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00004,side_wall,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
238,atm511,atm511_replay,1774864,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00000000000006,side_wall,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
239,atm511,atm511_replay,1779821,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.999998,side_wall,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
240,atm511,atm511_replay,1812653,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99992,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
241,atm511,atm511_replay,1812732,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00000000000006,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
242,atm511,atm511_replay,1813869,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99999,top,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
243,atm511,atm511_replay,1860199,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00001699999996,top,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
244,atm511,atm511_replay,1868221,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.9999210000001,side_wall,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
245,atm511,atm511_replay,1877041,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.999975,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
246,atm511,atm511_replay,1920734,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.0000000000001,bottom,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
247,atm511,atm511_replay,1925716,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00000000000006,side_wall,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
248,atm511,atm511_replay,1958400,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99999,side_wall,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
249,atm511,atm511_replay,1977850,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00002,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
250,atm511,atm511_replay,2001878,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.9999600000001,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
251,atm511,atm511_replay,2003037,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00001000000003,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
252,atm511,atm511_replay,2036817,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.9999808999999,top,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
253,atm511,atm511_replay,2147393,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99994,side_wall,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
254,atm511,atm511_replay,2190911,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.000017,top,0.0,0.0,veto,False,False,False,True,compton_fov_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
255,atm511,atm511_replay,2217950,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00003000000004,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
256,atm511,atm511_replay,2223196,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.0,top,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
257,atm511,atm511_replay,2226216,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.0000100000001,top,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
258,atm511,atm511_replay,2264159,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00000000000006,side_wall,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
259,atm511,atm511_replay,2280974,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00000000000006,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
260,atm511,atm511_replay,2294682,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99998,bottom,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
261,atm511,atm511_replay,2300474,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00005000000004,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
262,atm511,atm511_replay,2340015,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99995,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
263,atm511,atm511_replay,2442765,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.0,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
264,atm511,atm511_replay,2466964,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00005100000004,bottom,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
265,atm511,atm511_replay,2473459,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99995000000007,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
266,atm511,atm511_replay,2565344,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00006900000005,side_wall,0.0,0.0,veto,False,False,False,True,compton_fov_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
267,atm511,atm511_replay,2610254,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.9999860000001,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
268,atm511,atm511_replay,2635912,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00000000000006,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
269,atm511,atm511_replay,2646468,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99999620000006,side_wall,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
270,atm511,atm511_replay,2668385,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00000000000006,side_wall,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
271,atm511,atm511_replay,2677363,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00007999999997,side_wall,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
272,atm511,atm511_replay,2701582,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99999999999994,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
273,atm511,atm511_replay,2707419,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.000004,top,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
274,atm511,atm511_replay,2725974,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99996300000004,side_wall,0.0,0.0,veto,False,False,False,True,compton_fov_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
275,atm511,atm511_replay,2772504,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.9999900000001,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
276,atm511,atm511_replay,2788877,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00004,side_wall,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
277,atm511,atm511_replay,2797840,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.9999,side_wall,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
278,atm511,atm511_replay,2859103,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00000400000005,side_wall,0.0,0.0,veto,False,False,False,True,compton_fov_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
279,atm511,atm511_replay,2888091,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.0,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
280,atm511,atm511_replay,2901978,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.0,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
281,atm511,atm511_replay,2912354,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99991000000006,side_wall,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
282,atm511,atm511_replay,2961792,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00001,top,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
283,atm511,atm511_replay,2962415,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.0000600000001,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
